Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
Privacy-preserving WiFi fingerprint-based people counting for crowd management,,,"Rusca, Riccardo   Gasco, Diego   Casetti, Claudio   Giaccone, Paolo",,,,,,,"The practice of people counting serves as an indispensable tool for meticulously monitoring crowd dynamics, enabling informed decision-making in critical situations, and optimizing the management of urban spaces, facilities, and services. Beyond its fundamental role in safety and security, tracking people’s flows has evolved into a necessity for diverse business applications and the effective administration of both outdoor and indoor urban environments. In the ongoing exploration of the study, emphasis is placed on employing a passive counting technique. This method leverages WiFi probe request messages emitted by smart devices to assess the number of devices, providing a reliable estimate of the number of people in a specific area. However, it is crucial to acknowledge the dynamic landscape of privacy regulations and the concerted efforts by leading smart-device manufacturers to fortify user privacy, as evidenced by the adoption of MAC address randomization. In response to these considerations, an enhanced iteration of the WiFi traffic generator has been introduced. This upgraded version is designed to generate realistic datasets with ground truth, aligning with the evolving privacy landscape. Additionally, leveraging a profound understanding of probe requests and the capabilities of the designed generator, a novel crowd monitoring solution that incorporates machine learning techniques, named ARGO, has been developed. This innovative approach effectively addresses challenges posed by randomized MAC addresses, incorporating Bloom filters to ensure a formal “deniability” that complies with stringent regulations, including the European GDPR (European Parliament, Council of the European Union, Regulation (EU), 2016). The proposed solution adeptly addresses the pivotal task of people counting by harnessing WiFi probe request messages. Significantly, it prioritizes users’ privacy, aligning with the foundational principles outlined in regulations such as the European GDPR.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2024 The Author(s),Cluster analysis    Computer science    Engineering    Technology    Telecommunication,,,"Computer communications, 2024-09, Vol.225, p.339-349",,,,,ISSN: 0140-3664 ISSN: 1873-703X EISSN: 1873-703X DOI: 10.1016/j.comcom.2024.07.010,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_001292180800001CitationCount
Privacy-preserving WiFi fingerprint-based people counting for crowd management,,,"Rusca, Riccardo   Gasco, Diego   Casetti, Claudio   Giaccone, Paolo",,,,,,,"The practice of people counting serves as an indispensable tool for meticulously monitoring crowd dynamics, enabling informed decision-making in critical situations, and optimizing the management of urban spaces, facilities, and services. Beyond its fundamental role in safety and security, tracking people’s flows has evolved into a necessity for diverse business applications and the effective administration of both outdoor and indoor urban environments. In the ongoing exploration of the study, emphasis is placed on employing a passive counting technique. This method leverages WiFi probe request messages emitted by smart devices to assess the number of devices, providing a reliable estimate of the number of people in a specific area. However, it is crucial to acknowledge the dynamic landscape of privacy regulations and the concerted efforts by leading smart-device manufacturers to fortify user privacy, as evidenced by the adoption of MAC address randomization. In response to these considerations, an enhanced iteration of the WiFi traffic generator has been introduced. This upgraded version is designed to generate realistic datasets with ground truth, aligning with the evolving privacy landscape. Additionally, leveraging a profound understanding of probe requests and the capabilities of the designed generator, a novel crowd monitoring solution that incorporates machine learning techniques, named ARGO, has been developed. This innovative approach effectively addresses challenges posed by randomized MAC addresses, incorporating Bloom filters to ensure a formal “deniability” that complies with stringent regulations, including the European GDPR (European Parliament, Council of the European Union, Regulation (EU), 2016). The proposed solution adeptly addresses the pivotal task of people counting by harnessing WiFi probe request messages. Significantly, it prioritizes users’ privacy, aligning with the foundational principles outlined in regulations such as the European GDPR.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2024 The Author(s),Cluster analysis    Computer science    Engineering    Technology    Telecommunication,,,"Computer communications, 2024-09, Vol.225, p.339-349",,,,,ISSN: 0140-3664 ISSN: 1873-703X EISSN: 1873-703X DOI: 10.1016/j.comcom.2024.07.010,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_001292180800001CitationCount
Handoff All Your Privacy – A Review of Apple’s Bluetooth Low Energy Continuity Protocol,,,"Martin, Jeremy   Alpuche, Douglas   Bodeman, Kristina   Brown, Lamont   Fenske, Ellis   Foppe, Lucas   Mayberry, Travis   Rye, Erik   Sipes, Brandon   Teplov, Sam",,,,,,,"We investigate Apple’s Bluetooth Low Energy (BLE) Continuity protocol, designed to support interoperability and communication between iOS and macOS devices, and show that the price for this seamless experience is leakage of identifying information and behavioral data to passive adversaries. First, we reverse engineer numerous Continuity protocol message types and identify data fields that are transmitted unencrypted. We show that Continuity messages are broadcast over BLE in response to actions such as locking and unlocking a device’s screen, copying and pasting information, making and accepting phone calls, and tapping the screen while it is unlocked. Laboratory experiments reveal a significant flaw in the most recent versions of macOS that defeats BLE Media Access Control (MAC) address randomization entirely by causing the public MAC address to be broadcast. We demonstrate that the format and content of Continuity messages can be used to fingerprint the type and Operating System (OS) version of a device, as well as behaviorally profile users. Finally, we show that predictable sequence numbers in these frames can allow an adversary to track Apple devices across space and time, defeating existing anti-tracking techniques such as MAC address randomization.",,,,Sciendo,,,,,,,Englisch,,,Privacy,,,"Proceedings on Privacy Enhancing Technologies, 2019-10, Vol.2019 (4), p.34-53",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.2478/popets-2019-0057,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_2478_popets_2019_0057
Handoff All Your Privacy – A Review of Apple’s Bluetooth Low Energy Continuity Protocol,,,"Martin, Jeremy   Alpuche, Douglas   Bodeman, Kristina   Brown, Lamont   Fenske, Ellis   Foppe, Lucas   Mayberry, Travis   Rye, Erik   Sipes, Brandon   Teplov, Sam",,,,,,,"We investigate Apple’s Bluetooth Low Energy (BLE) Continuity protocol, designed to support interoperability and communication between iOS and macOS devices, and show that the price for this seamless experience is leakage of identifying information and behavioral data to passive adversaries. First, we reverse engineer numerous Continuity protocol message types and identify data fields that are transmitted unencrypted. We show that Continuity messages are broadcast over BLE in response to actions such as locking and unlocking a device’s screen, copying and pasting information, making and accepting phone calls, and tapping the screen while it is unlocked. Laboratory experiments reveal a significant flaw in the most recent versions of macOS that defeats BLE Media Access Control (MAC) address randomization entirely by causing the public MAC address to be broadcast. We demonstrate that the format and content of Continuity messages can be used to fingerprint the type and Operating System (OS) version of a device, as well as behaviorally profile users. Finally, we show that predictable sequence numbers in these frames can allow an adversary to track Apple devices across space and time, defeating existing anti-tracking techniques such as MAC address randomization.",,,,Sciendo,,,,,,,Englisch,,,Privacy,,,"Proceedings on Privacy Enhancing Technologies, 2019-10, Vol.2019 (4), p.34-53",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.2478/popets-2019-0057,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_2478_popets_2019_0057
Handoff All Your Privacy – A Review of Apple’s Bluetooth Low Energy Continuity Protocol,,,"Martin, Jeremy   Alpuche, Douglas   Bodeman, Kristina   Brown, Lamont   Fenske, Ellis   Foppe, Lucas   Mayberry, Travis   Rye, Erik   Sipes, Brandon   Teplov, Sam",,,,,,,"We investigate Apple’s Bluetooth Low Energy (BLE) Continuity protocol, designed to support interoperability and communication between iOS and macOS devices, and show that the price for this seamless experience is leakage of identifying information and behavioral data to passive adversaries. First, we reverse engineer numerous Continuity protocol message types and identify data fields that are transmitted unencrypted. We show that Continuity messages are broadcast over BLE in response to actions such as locking and unlocking a device’s screen, copying and pasting information, making and accepting phone calls, and tapping the screen while it is unlocked. Laboratory experiments reveal a significant flaw in the most recent versions of macOS that defeats BLE Media Access Control (MAC) address randomization entirely by causing the public MAC address to be broadcast. We demonstrate that the format and content of Continuity messages can be used to fingerprint the type and Operating System (OS) version of a device, as well as behaviorally profile users. Finally, we show that predictable sequence numbers in these frames can allow an adversary to track Apple devices across space and time, defeating existing anti-tracking techniques such as MAC address randomization.",,,,Sciendo,,,,,,,Englisch,,,Privacy,,,"Proceedings on Privacy Enhancing Technologies, 2019-10, Vol.2019 (4), p.34-53",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.2478/popets-2019-0057,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_2478_popets_2019_0057
Mobile Device Detection Through WiFi Probe Request Analysis,,,"Oliveira, Luiz   Schneider, Daniel   De Souza, Jano   Shen, Weiming",,,,,,,"Estimation of the presence of people in real time is extremely useful for businesses in providing better services while saving money. In this paper, we propose a technique for estimating the number of mobile devices present at a certain place and time, through analysis of WiFi probe requests from smart devices. Our goal is to address the problem through a solution that is immune to Media Access Control (MAC) address randomization strategies. The idea is to make use of information propagated in the environment, without the need to know the real MAC addresses of the devices. A state machine was modeled to detect the arrival, presence, and departure of devices in proximity to the sensors. A hardware prototype was developed for device detection, and its efficiency was evaluated in experiments that involved comparing the results of the proposed method with the manual measurements made by researchers. The proposed method provided very accurate correlations between the number of mobile devices detected and the real number of people in the environment.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2019",Access control    Buildings    Computer science    Electronic apparatus and appliances    Engineering    IEEE 802.11 (Standard)    Technology    Telecommunication,,,"IEEE access, 2019, Vol.7, p.98579-98588",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2019.2925406 CODEN: IAECCG,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000480326700033
Mobile Device Detection Through WiFi Probe Request Analysis,,,"Oliveira, Luiz   Schneider, Daniel   De Souza, Jano   Shen, Weiming",,,,,,,"Estimation of the presence of people in real time is extremely useful for businesses in providing better services while saving money. In this paper, we propose a technique for estimating the number of mobile devices present at a certain place and time, through analysis of WiFi probe requests from smart devices. Our goal is to address the problem through a solution that is immune to Media Access Control (MAC) address randomization strategies. The idea is to make use of information propagated in the environment, without the need to know the real MAC addresses of the devices. A state machine was modeled to detect the arrival, presence, and departure of devices in proximity to the sensors. A hardware prototype was developed for device detection, and its efficiency was evaluated in experiments that involved comparing the results of the proposed method with the manual measurements made by researchers. The proposed method provided very accurate correlations between the number of mobile devices detected and the real number of people in the environment.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2019",Access control    Buildings    Computer science    Electronic apparatus and appliances    Engineering    IEEE 802.11 (Standard)    Technology    Telecommunication,,,"IEEE access, 2019, Vol.7, p.98579-98588",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2019.2925406 CODEN: IAECCG,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000480326700033
Mobile Device Detection Through WiFi Probe Request Analysis,,,"Oliveira, Luiz   Schneider, Daniel   De Souza, Jano   Shen, Weiming",,,,,,,"Estimation of the presence of people in real time is extremely useful for businesses in providing better services while saving money. In this paper, we propose a technique for estimating the number of mobile devices present at a certain place and time, through analysis of WiFi probe requests from smart devices. Our goal is to address the problem through a solution that is immune to Media Access Control (MAC) address randomization strategies. The idea is to make use of information propagated in the environment, without the need to know the real MAC addresses of the devices. A state machine was modeled to detect the arrival, presence, and departure of devices in proximity to the sensors. A hardware prototype was developed for device detection, and its efficiency was evaluated in experiments that involved comparing the results of the proposed method with the manual measurements made by researchers. The proposed method provided very accurate correlations between the number of mobile devices detected and the real number of people in the environment.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2019",Access control    Buildings    Computer science    Electronic apparatus and appliances    Engineering    IEEE 802.11 (Standard)    Technology    Telecommunication,,,"IEEE access, 2019, Vol.7, p.98579-98588",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2019.2925406 CODEN: IAECCG,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000480326700033
Mobile Device Detection Through WiFi Probe Request Analysis,,,"Oliveira, Luiz   Schneider, Daniel   De Souza, Jano   Shen, Weiming",,,,,,,"Estimation of the presence of people in real time is extremely useful for businesses in providing better services while saving money. In this paper, we propose a technique for estimating the number of mobile devices present at a certain place and time, through analysis of WiFi probe requests from smart devices. Our goal is to address the problem through a solution that is immune to Media Access Control (MAC) address randomization strategies. The idea is to make use of information propagated in the environment, without the need to know the real MAC addresses of the devices. A state machine was modeled to detect the arrival, presence, and departure of devices in proximity to the sensors. A hardware prototype was developed for device detection, and its efficiency was evaluated in experiments that involved comparing the results of the proposed method with the manual measurements made by researchers. The proposed method provided very accurate correlations between the number of mobile devices detected and the real number of people in the environment.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2019",Access control    Buildings    Computer science    Electronic apparatus and appliances    Engineering    IEEE 802.11 (Standard)    Technology    Telecommunication,,,"IEEE access, 2019, Vol.7, p.98579-98588",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2019.2925406 CODEN: IAECCG,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000480326700033
Mobile Device Detection Through WiFi Probe Request Analysis,,,"Oliveira, Luiz   Schneider, Daniel   De Souza, Jano   Shen, Weiming",,,,,,,"Estimation of the presence of people in real time is extremely useful for businesses in providing better services while saving money. In this paper, we propose a technique for estimating the number of mobile devices present at a certain place and time, through analysis of WiFi probe requests from smart devices. Our goal is to address the problem through a solution that is immune to Media Access Control (MAC) address randomization strategies. The idea is to make use of information propagated in the environment, without the need to know the real MAC addresses of the devices. A state machine was modeled to detect the arrival, presence, and departure of devices in proximity to the sensors. A hardware prototype was developed for device detection, and its efficiency was evaluated in experiments that involved comparing the results of the proposed method with the manual measurements made by researchers. The proposed method provided very accurate correlations between the number of mobile devices detected and the real number of people in the environment.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2019",Access control    Buildings    Computer science    Electronic apparatus and appliances    Engineering    IEEE 802.11 (Standard)    Technology    Telecommunication,,,"IEEE access, 2019, Vol.7, p.98579-98588",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2019.2925406 CODEN: IAECCG,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000480326700033
Detecting high indoor crowd density with Wi-Fi localization: a statistical mechanics approach,,,"Georgievska, Sonja   Rutten, Philip   Amoraal, Jan   Ranguelova, Elena   Bakhshi, Rena   de Vries, Ben L.   Lees, Michael   Klous, Sander",,,,,,,"We address the problem of detecting highly raised crowd density in situations such as indoor dance events. We propose a new method for estimating crowd density by anonymous, non-participatory, indoor Wi-Fi localization of smart phones. Using a probabilistic model inspired by statistical mechanics, and relying only on big data analytics, we tackle three challenges: (1) the ambiguity of Wi-Fi based indoor positioning, which appears regardless of whether the latter is performed with machine learning or with optimization, (2) the MAC address randomization when a device is not connected, and (3) the volatility of packet interarrival times. The main result is that our estimation becomes more—rather than less—accurate when the crowd size increases. This property is crucial for detecting dangerous crowd density.",,,,Cham: Springer International Publishing,,,,,,,Englisch,,"The Author(s) 2019 Journal of Big Data is a copyright of Springer, (2019). All Rights Reserved. © 2019. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.","Ambiguity    Big data    Cell phones    Computer science    Crowds    Dance    Data Management    Database management    Density    Information organization    Information retrieval    Machine learning    Methodology    Models, Statistical    Smartphones    Statistical mechanics    Statistics    Technology    Volatilization",,,"Journal of big data, 2019-03, Vol.6 (1), p.1-23, Article 31",,,,,ISSN: 2196-1115 EISSN: 2196-1115 DOI: 10.1186/s40537-019-0194-3,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000599132600001CitationCount
Detecting high indoor crowd density with Wi-Fi localization: a statistical mechanics approach,,,"Georgievska, Sonja   Rutten, Philip   Amoraal, Jan   Ranguelova, Elena   Bakhshi, Rena   de Vries, Ben L.   Lees, Michael   Klous, Sander",,,,,,,"We address the problem of detecting highly raised crowd density in situations such as indoor dance events. We propose a new method for estimating crowd density by anonymous, non-participatory, indoor Wi-Fi localization of smart phones. Using a probabilistic model inspired by statistical mechanics, and relying only on big data analytics, we tackle three challenges: (1) the ambiguity of Wi-Fi based indoor positioning, which appears regardless of whether the latter is performed with machine learning or with optimization, (2) the MAC address randomization when a device is not connected, and (3) the volatility of packet interarrival times. The main result is that our estimation becomes more—rather than less—accurate when the crowd size increases. This property is crucial for detecting dangerous crowd density.",,,,Cham: Springer International Publishing,,,,,,,Englisch,,"The Author(s) 2019 Journal of Big Data is a copyright of Springer, (2019). All Rights Reserved. © 2019. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.","Ambiguity    Big data    Cell phones    Computer science    Crowds    Dance    Data Management    Database management    Density    Information organization    Information retrieval    Machine learning    Methodology    Models, Statistical    Smartphones    Statistical mechanics    Statistics    Technology    Volatilization",,,"Journal of big data, 2019-03, Vol.6 (1), p.1-23, Article 31",,,,,ISSN: 2196-1115 EISSN: 2196-1115 DOI: 10.1186/s40537-019-0194-3,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000599132600001CitationCount
Detecting high indoor crowd density with Wi-Fi localization: a statistical mechanics approach,,,"Georgievska, Sonja   Rutten, Philip   Amoraal, Jan   Ranguelova, Elena   Bakhshi, Rena   de Vries, Ben L.   Lees, Michael   Klous, Sander",,,,,,,"We address the problem of detecting highly raised crowd density in situations such as indoor dance events. We propose a new method for estimating crowd density by anonymous, non-participatory, indoor Wi-Fi localization of smart phones. Using a probabilistic model inspired by statistical mechanics, and relying only on big data analytics, we tackle three challenges: (1) the ambiguity of Wi-Fi based indoor positioning, which appears regardless of whether the latter is performed with machine learning or with optimization, (2) the MAC address randomization when a device is not connected, and (3) the volatility of packet interarrival times. The main result is that our estimation becomes more—rather than less—accurate when the crowd size increases. This property is crucial for detecting dangerous crowd density.",,,,Cham: Springer International Publishing,,,,,,,Englisch,,"The Author(s) 2019 Journal of Big Data is a copyright of Springer, (2019). All Rights Reserved. © 2019. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.","Ambiguity    Big data    Cell phones    Computer science    Crowds    Dance    Data Management    Database management    Density    Information organization    Information retrieval    Machine learning    Methodology    Models, Statistical    Smartphones    Statistical mechanics    Statistics    Technology    Volatilization",,,"Journal of big data, 2019-03, Vol.6 (1), p.1-23, Article 31",,,,,ISSN: 2196-1115 EISSN: 2196-1115 DOI: 10.1186/s40537-019-0194-3,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000599132600001CitationCount
Detecting high indoor crowd density with Wi-Fi localization: a statistical mechanics approach,,,"Georgievska, Sonja   Rutten, Philip   Amoraal, Jan   Ranguelova, Elena   Bakhshi, Rena   de Vries, Ben L.   Lees, Michael   Klous, Sander",,,,,,,"We address the problem of detecting highly raised crowd density in situations such as indoor dance events. We propose a new method for estimating crowd density by anonymous, non-participatory, indoor Wi-Fi localization of smart phones. Using a probabilistic model inspired by statistical mechanics, and relying only on big data analytics, we tackle three challenges: (1) the ambiguity of Wi-Fi based indoor positioning, which appears regardless of whether the latter is performed with machine learning or with optimization, (2) the MAC address randomization when a device is not connected, and (3) the volatility of packet interarrival times. The main result is that our estimation becomes more—rather than less—accurate when the crowd size increases. This property is crucial for detecting dangerous crowd density.",,,,Cham: Springer International Publishing,,,,,,,Englisch,,"The Author(s) 2019 Journal of Big Data is a copyright of Springer, (2019). All Rights Reserved. © 2019. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.","Ambiguity    Big data    Cell phones    Computer science    Crowds    Dance    Data Management    Database management    Density    Information organization    Information retrieval    Machine learning    Methodology    Models, Statistical    Smartphones    Statistical mechanics    Statistics    Technology    Volatilization",,,"Journal of big data, 2019-03, Vol.6 (1), p.1-23, Article 31",,,,,ISSN: 2196-1115 EISSN: 2196-1115 DOI: 10.1186/s40537-019-0194-3,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000599132600001CitationCount
Detecting high indoor crowd density with Wi-Fi localization: a statistical mechanics approach,,,"Georgievska, Sonja   Rutten, Philip   Amoraal, Jan   Ranguelova, Elena   Bakhshi, Rena   de Vries, Ben L.   Lees, Michael   Klous, Sander",,,,,,,"We address the problem of detecting highly raised crowd density in situations such as indoor dance events. We propose a new method for estimating crowd density by anonymous, non-participatory, indoor Wi-Fi localization of smart phones. Using a probabilistic model inspired by statistical mechanics, and relying only on big data analytics, we tackle three challenges: (1) the ambiguity of Wi-Fi based indoor positioning, which appears regardless of whether the latter is performed with machine learning or with optimization, (2) the MAC address randomization when a device is not connected, and (3) the volatility of packet interarrival times. The main result is that our estimation becomes more—rather than less—accurate when the crowd size increases. This property is crucial for detecting dangerous crowd density.",,,,Cham: Springer International Publishing,,,,,,,Englisch,,"The Author(s) 2019 Journal of Big Data is a copyright of Springer, (2019). All Rights Reserved. © 2019. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.","Ambiguity    Big data    Cell phones    Computer science    Crowds    Dance    Data Management    Database management    Density    Information organization    Information retrieval    Machine learning    Methodology    Models, Statistical    Smartphones    Statistical mechanics    Statistics    Technology    Volatilization",,,"Journal of big data, 2019-03, Vol.6 (1), p.1-23, Article 31",,,,,ISSN: 2196-1115 EISSN: 2196-1115 DOI: 10.1186/s40537-019-0194-3,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000599132600001CitationCount
Privacy‐preserving WiFi‐based crowd monitoring,,,"Rusca, Riccardo   Carluccio, Alex   Casetti, Claudio   Giaccone, Paolo",,,,,,,"The process of estimating the number of individuals within a defined area, commonly referred to as people counting, is of paramount importance in the realm of safety, security and crisis management. It serves as a crucial tool for accurately monitoring crowd dynamics and facilitating well‐informed decision‐making during critical situations. In our current study, we place a special emphasis on the utilization of the WiFi fingerprint technique, leveraging probe request messages emitted by smart devices as a proxy for people counting. However, it is essential to recognize the evolving landscape of privacy regulations and the concerted efforts by major smart‐device manufacturers to enhance user privacy, exemplified by the introduction of MAC addresses randomization techniques. In this context, we designed a crowd monitoring solution that exploits Bloom filters for ensuring a formal deniability, aligning with the stringent requirements set forth by regulations like the European GDPR. Our proposed solution not only addresses the essential task of people counting but also incorporates advanced privacy‐preserving mechanisms. Importantly, it seamlessly integrates with trajectory‐based crowd monitoring, offering a comprehensive approach to managing crowds while respecting individual privacy rights. Our study focuses on leveraging WiFi fingerprinting, specifically probe request messages, for accurate people counting and crowd monitoring. Our proposed solution incorporates privacy‐preserving measures, such as Bloom filters, to align with evolving privacy regulations, ensuring both effective crowd management and individual privacy rights.",,,,"Chichester, UK: John Wiley & Sons, Ltd",,,,,,,Englisch,,2024 John Wiley & Sons Ltd.,Technology    Telecommunication,,,"Transactions on emerging telecommunications technologies, 2024-03, Vol.35 (3), p.n/a, Article 4956",,,,,ISSN: 2161-3915 ISSN: 2161-5748 EISSN: 2161-3915 DOI: 10.1002/ett.4956,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_001177938700001
Privacy‐preserving WiFi‐based crowd monitoring,,,"Rusca, Riccardo   Carluccio, Alex   Casetti, Claudio   Giaccone, Paolo",,,,,,,"The process of estimating the number of individuals within a defined area, commonly referred to as people counting, is of paramount importance in the realm of safety, security and crisis management. It serves as a crucial tool for accurately monitoring crowd dynamics and facilitating well‐informed decision‐making during critical situations. In our current study, we place a special emphasis on the utilization of the WiFi fingerprint technique, leveraging probe request messages emitted by smart devices as a proxy for people counting. However, it is essential to recognize the evolving landscape of privacy regulations and the concerted efforts by major smart‐device manufacturers to enhance user privacy, exemplified by the introduction of MAC addresses randomization techniques. In this context, we designed a crowd monitoring solution that exploits Bloom filters for ensuring a formal deniability, aligning with the stringent requirements set forth by regulations like the European GDPR. Our proposed solution not only addresses the essential task of people counting but also incorporates advanced privacy‐preserving mechanisms. Importantly, it seamlessly integrates with trajectory‐based crowd monitoring, offering a comprehensive approach to managing crowds while respecting individual privacy rights. Our study focuses on leveraging WiFi fingerprinting, specifically probe request messages, for accurate people counting and crowd monitoring. Our proposed solution incorporates privacy‐preserving measures, such as Bloom filters, to align with evolving privacy regulations, ensuring both effective crowd management and individual privacy rights.",,,,"Chichester, UK: John Wiley & Sons, Ltd",,,,,,,Englisch,,2024 John Wiley & Sons Ltd.,Technology    Telecommunication,,,"Transactions on emerging telecommunications technologies, 2024-03, Vol.35 (3), p.n/a, Article 4956",,,,,ISSN: 2161-3915 ISSN: 2161-5748 EISSN: 2161-3915 DOI: 10.1002/ett.4956,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_001177938700001
Low delay network attributes randomization to proactively mitigate reconnaissance attacks in industrial control systems,,,"Etxezarreta, Xabier   Garitano, Iñaki   Iturbe, Mikel   Zurutuza, Urko",,,,,,,"Industrial Control Systems are used in a wide variety of industrial facilities, including critical infrastructures, becoming the main target of multiple security attacks. A malicious and successful attack against these infrastructures could cause serious economic and environmental consequences, including the loss of human lives. Static networks configurations and topologies, which characterize Industrial Control Systems, represent an advantage for attackers, allowing them to scan for vulnerable devices or services before carrying out the attack. Identifying active devices and services is often the first step for many attacks. This paper presents a proactive network reconnaissance defense mechanism based on the temporal randomization of network IP addresses, MAC addresses and port numbers. The obtained information distortion minimizes the knowledge acquired by the attackers, hindering any attack that relies on network addressing. The temporal randomization of network attributes is performed in an adaptive way, minimizing the overhead introduced in the network and avoiding any error and latency in communications. The implementation as well as the tests have been carried out in a laboratory with real industrial equipment, demonstrating the effectiveness of the presented solution.",,,,New York: Springer US,,,,,,,Englisch,,"The Author(s) 2023 The Author(s) 2023. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",Automatic control    Computer networks    Computer science    Electrical engineering    Engineering    Industrial electronics    Nuclear power plants    Random Allocation    Software    Technology    Telecommunication    Topology,,,"Wireless networks, 2024-08, Vol.30 (6), p.5077-5091",,,,,ISSN: 1022-0038 ISSN: 1572-8196 EISSN: 1572-8196 DOI: 10.1007/s11276-022-03212-5,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1007_s11276_022_03212_5
